customer_id,join_date,province,age_group,gender,loyalty_tier,preferred_channel
C01287,2024-01-26,Gauteng,50+,Female,Bronze,In-store
C01288,2024-08-08,Western Cape,26-35,Male,Silver,App
C01289,2024-01-03,Gauteng,26-35,Male,Bronze,Drive-thru
C01290,2024-08-11,Gauteng,36-50,Male,Bronze,Drive-thru
C01291,2023-10-30,KwaZulu-Natal,26-35,Female,Bronze,App
C01292,2024-12-17,Gauteng,26-35,Male,Silver,App
C01293,2023-10-30,KwaZulu-Natal,26-35,Male,Gold,In-store
C01294,2023-01-23,Eastern Cape,36-50,Male,Silver,App
C01295,2024-11-05,Mpumalanga,18-25,Female,Bronze,Drive-thru
C01296,2024-02-10,Gauteng,18-25,Male,Bronze,App
C01297,2023-10-09,Gauteng,26-35,Male,Bronze,App
C01298,2023-01-09,Gauteng,18-25,Male,Bronze,In-store
C01299,2024-08-02,Eastern Cape,36-50,Male,Bronze,In-store
C01300,2024-12-03,Limpopo,18-25,Male,Bronze,In-store
C01301,2023-02-20,Gauteng,26-35,Female,Bronze,App
C01302,2024-09-12,Free State,18-25,Female,Silver,App
C01303,2024-05-23,Gauteng,26-35,Female,Silver,Drive-thru
C01304,2023-10-21,KwaZulu-Natal,18-25,Female,Silver,App
C01305,2023-08-24,Limpopo,18-25,Male,Bronze,In-store
C01306,2024-09-13,North West,18-25,Female,Bronze,In-store
C01307,2023-12-27,Limpopo,50+,Male,Bronze,Drive-thru
C01308,2023-08-13,Mpumalanga,18-25,Male,Bronze,App
C01309,2024-10-13,Western Cape,36-50,Female,Silver,App
C01310,2023-07-14,Mpumalanga,18-25,Female,Bronze,App
C01311,2024-09-27,Gauteng,18-25,Female,Silver,In-store
C01312,2023-09-14,North West,26-35,Female,Gold,In-store
C01313,2024-11-25,KwaZulu-Natal,26-35,Prefer not to say,Bronze,In-store
C01314,2024-11-06,Mpumalanga,50+,Female,Bronze,In-store
C01315,2024-11-28,KwaZulu-Natal,50+,Female,Gold,App
C01316,2023-05-21,Eastern Cape,36-50,Female,Silver,App
C01317,2024-10-05,KwaZulu-Natal,36-50,Male,Silver,Drive-thru
C01318,2023-04-10,Limpopo,26-35,Male,Silver,Drive-thru
C01319,2024-10-04,Gauteng,26-35,Female,Bronze,App
C01320,2024-10-23,Gauteng,50+,Male,Bronze,App
C01321,2023-02-10,Gauteng,36-50,Male,Bronze,App
C01322,2023-11-13,Gauteng,26-35,Male,Bronze,In-store
C01323,2024-03-27,North West,18-25,Male,Bronze,Drive-thru
C01324,2023-02-04,Gauteng,18-25,Prefer not to say,Bronze,App
C01325,2024-08-16,Free State,50+,Female,Silver,Drive-thru
C01326,2024-01-09,Western Cape,26-35,Female,Bronze,Drive-thru
C01327,2023-05-15,Gauteng,26-35,Prefer not to say,Bronze,App
C01328,2023-04-03,Limpopo,18-25,Female,Bronze,In-store
C01329,2023-10-30,Eastern Cape,36-50,Female,Bronze,App
C01330,2023-12-01,KwaZulu-Natal,18-25,Female,Bronze,App
C01331,2024-03-01,KwaZulu-Natal,36-50,Male,Silver,App
C01332,2023-06-29,Limpopo,18-25,Male,Silver,In-store
C01333,2023-07-25,Gauteng,50+,Male,Bronze,App
C01334,2023-05-16,Northern Cape,36-50,Female,Bronze,Drive-thru
C01335,2024-07-06,Free State,18-25,Female,Silver,Drive-thru
C01336,2024-01-10,Eastern Cape,26-35,Female,Bronze,In-store
C01337,2024-06-27,Gauteng,26-35,Female,Bronze,Drive-thru
C01338,2024-05-28,Eastern Cape,18-25,Male,Bronze,In-store
C01339,2023-10-07,Gauteng,36-50,Male,Gold,Drive-thru
C01340,2023-06-18,Gauteng,26-35,Female,Bronze,In-store
C01341,2023-09-21,Gauteng,26-35,Male,Gold,Drive-thru
C01342,2024-05-08,KwaZulu-Natal,18-25,Female,Bronze,App
C01343,2023-10-30,Mpumalanga,26-35,Female,Bronze,In-store
C01344,2023-12-13,Limpopo,36-50,Female,Silver,In-store
C01345,2023-04-28,Limpopo,26-35,Male,Bronze,In-store
C01346,2024-04-24,KwaZulu-Natal,50+,Female,Bronze,App
C01347,2023-03-19,Western Cape,50+,Female,Bronze,Drive-thru
C01348,2023-05-25,Western Cape,18-25,Prefer not to say,Bronze,App
C01349,2023-08-20,Northern Cape,18-25,Female,Bronze,Drive-thru
C01350,2024-11-23,Gauteng,36-50,Female,Silver,App
C01351,2024-11-21,Mpumalanga,26-35,Male,Silver,Drive-thru
C01352,2024-02-11,KwaZulu-Natal,18-25,Female,Gold,App
C01353,2024-07-24,KwaZulu-Natal,26-35,Female,Silver,In-store
C01354,2024-01-10,Limpopo,26-35,Male,Silver,App
C01355,2023-04-03,KwaZulu-Natal,36-50,Male,Silver,In-store
C01356,2024-02-09,North West,18-25,Male,Silver,Drive-thru
C01357,2023-01-15,North West,18-25,Female,Bronze,In-store
C01358,2023-09-28,KwaZulu-Natal,50+,Male,Bronze,In-store
C01359,2024-07-03,Western Cape,36-50,Male,Silver,In-store
C01360,2023-05-07,Eastern Cape,26-35,Female,Bronze,App
C01361,2024-04-10,North West,36-50,Female,Gold,In-store
C01362,2024-01-13,Gauteng,26-35,Male,Bronze,Drive-thru
C01363,2024-11-19,Eastern Cape,36-50,Male,Bronze,In-store
C01364,2024-11-19,Eastern Cape,26-35,Male,Silver,In-store
C01365,2023-09-26,Limpopo,18-25,Male,Bronze,In-store
C01366,2024-08-21,Gauteng,36-50,Male,Gold,In-store
C01367,2024-01-26,Limpopo,26-35,Female,Gold,In-store
C01368,2024-10-15,North West,50+,Female,Silver,In-store
C01369,2024-01-16,Gauteng,26-35,Female,Bronze,In-store
C01370,2023-04-21,Gauteng,50+,Male,Bronze,In-store
C01371,2024-11-22,Free State,50+,Female,Bronze,In-store
C01372,2023-08-28,Gauteng,18-25,Female,Silver,App
C01373,2024-04-27,Mpumalanga,36-50,Male,Bronze,In-store
C01374,2023-01-26,KwaZulu-Natal,26-35,Male,Bronze,In-store
C01375,2024-09-26,Gauteng,50+,Female,Bronze,In-store
C01376,2024-07-28,North West,26-35,Female,Bronze,App
C01377,2023-12-02,KwaZulu-Natal,36-50,Male,Silver,In-store
C01378,2024-09-16,KwaZulu-Natal,26-35,Female,Bronze,App
C01379,2023-08-15,Western Cape,18-25,Female,Bronze,Drive-thru
C01380,2024-10-25,Eastern Cape,18-25,Female,Silver,In-store
C01381,2023-03-06,Gauteng,26-35,Male,Silver,In-store
C01382,2024-10-12,KwaZulu-Natal,36-50,Female,Silver,In-store
C01383,2024-04-20,Free State,36-50,Male,Silver,In-store
C01384,2024-12-18,Gauteng,36-50,Female,Bronze,In-store
C01385,2023-11-06,Eastern Cape,26-35,Female,Bronze,App
C01386,2024-10-26,Western Cape,26-35,Male,Gold,Drive-thru
C01387,2024-02-23,Limpopo,18-25,Female,Gold,In-store
C01388,2023-04-30,Gauteng,36-50,Male,Silver,In-store
C01389,2023-05-24,Free State,50+,Female,Silver,App
C01390,2023-02-16,KwaZulu-Natal,26-35,Male,Gold,In-store
C01391,2023-02-08,Gauteng,18-25,Female,Bronze,In-store
C01392,2023-11-08,Gauteng,18-25,Male,Bronze,App
C01393,2024-05-19,Gauteng,36-50,Female,Silver,In-store
C01394,2023-04-29,KwaZulu-Natal,36-50,Female,Gold,Drive-thru
C01395,2023-04-10,Western Cape,36-50,Female,Silver,In-store
C01396,2023-08-29,Mpumalanga,26-35,Male,Silver,App
C01397,2024-07-04,KwaZulu-Natal,36-50,Female,Bronze,App
C01398,2023-05-19,Gauteng,36-50,Male,Bronze,In-store
C01399,2024-02-02,Eastern Cape,26-35,Female,Bronze,In-store
C01400,2024-04-09,Limpopo,26-35,Female,Gold,In-store
C01401,2024-01-15,Gauteng,18-25,Female,Bronze,Drive-thru
C01402,2024-11-17,Gauteng,26-35,Female,Bronze,App
C01403,2024-12-14,Gauteng,50+,Male,Gold,In-store
C01404,2024-07-07,Limpopo,26-35,Female,Bronze,App
C01405,2024-03-05,Eastern Cape,36-50,Male,Silver,App
C01406,2024-08-24,KwaZulu-Natal,26-35,Prefer not to say,Bronze,Drive-thru
C01407,2023-06-08,Mpumalanga,18-25,Female,Bronze,In-store
C01408,2024-02-29,Mpumalanga,26-35,Female,Silver,Drive-thru
C01409,2024-11-01,Eastern Cape,26-35,Female,Gold,In-store
C01410,2023-04-12,Mpumalanga,26-35,Male,Bronze,Drive-thru
C01411,2024-05-16,Gauteng,18-25,Female,Silver,In-store
C01412,2024-09-22,Gauteng,26-35,Male,Bronze,In-store
C01413,2024-02-22,Western Cape,18-25,Female,Bronze,Drive-thru
C01414,2023-10-14,Gauteng,18-25,Female,Bronze,Drive-thru
C01415,2023-02-03,KwaZulu-Natal,26-35,Male,Silver,In-store
C01416,2024-12-07,Free State,26-35,Male,Bronze,App
C01417,2024-01-15,Gauteng,50+,Male,Bronze,In-store
C01418,2023-08-11,Gauteng,26-35,Prefer not to say,Silver,In-store
C01419,2024-03-30,KwaZulu-Natal,36-50,Male,Bronze,In-store
C01420,2024-03-31,Free State,26-35,Female,Bronze,In-store
C01421,2023-08-30,Western Cape,36-50,Female,Bronze,App
C01422,2024-01-07,KwaZulu-Natal,26-35,Male,Silver,In-store
C01423,2023-04-12,Gauteng,50+,Female,Bronze,In-store
C01424,2024-12-03,Gauteng,26-35,Female,Silver,Drive-thru
C01425,2024-01-12,Northern Cape,36-50,Male,Bronze,In-store
C01426,2024-07-11,Free State,26-35,Female,Bronze,App
C01427,2024-10-22,Gauteng,18-25,Male,Silver,Drive-thru
C01428,2024-01-03,Free State,36-50,Male,Bronze,In-store
C01429,2023-03-04,Eastern Cape,18-25,Female,Gold,In-store
C01430,2024-02-12,Mpumalanga,26-35,Male,Bronze,App
C01431,2023-10-10,KwaZulu-Natal,18-25,Female,Bronze,App
C01432,2023-07-14,KwaZulu-Natal,36-50,Female,Bronze,App
C01433,2023-05-06,KwaZulu-Natal,50+,Female,Bronze,App
C01434,2024-04-10,Eastern Cape,26-35,Male,Bronze,Drive-thru
C01435,2023-04-04,Gauteng,36-50,Male,Bronze,In-store
C01436,2024-11-09,Gauteng,26-35,Male,Bronze,App
C01437,2023-08-06,Western Cape,26-35,Female,Bronze,In-store
C01438,2024-10-19,Limpopo,50+,Female,Bronze,In-store
C01439,2024-10-16,Gauteng,50+,Male,Bronze,In-store
C01440,2024-09-03,Eastern Cape,36-50,Male,Bronze,In-store
C01441,2023-01-22,Free State,26-35,Female,Bronze,Drive-thru
C01442,2023-02-21,Gauteng,26-35,Male,Bronze,In-store
C01443,2023-12-08,Eastern Cape,18-25,Female,Silver,In-store
C01444,2023-09-07,KwaZulu-Natal,26-35,Female,Silver,In-store
C01445,2023-05-09,Mpumalanga,26-35,Female,Bronze,In-store
C01446,2024-08-01,Gauteng,36-50,Male,Bronze,App
C01447,2023-07-30,Eastern Cape,50+,Female,Bronze,App
C01448,2023-03-12,Mpumalanga,26-35,Male,Silver,Drive-thru
C01449,2024-07-21,Free State,18-25,Female,Bronze,App
C01450,2023-08-01,Eastern Cape,36-50,Male,Bronze,App
C01451,2024-08-23,KwaZulu-Natal,18-25,Female,Bronze,In-store
C01452,2023-08-10,Eastern Cape,36-50,Female,Gold,App
C01453,2023-08-27,Mpumalanga,18-25,Male,Silver,In-store
C01454,2023-12-03,KwaZulu-Natal,26-35,Female,Bronze,Drive-thru
C01455,2023-06-01,Gauteng,50+,Female,Bronze,Drive-thru
C01456,2024-09-02,Free State,18-25,Male,Silver,Drive-thru
C01457,2023-01-03,Eastern Cape,26-35,Male,Bronze,In-store
C01458,2023-10-11,Eastern Cape,26-35,Female,Bronze,In-store
C01459,2023-05-29,Gauteng,50+,Female,Silver,Drive-thru
C01460,2023-05-14,Eastern Cape,36-50,Female,Bronze,App
C01461,2024-07-07,KwaZulu-Natal,18-25,Female,Bronze,App
C01462,2023-09-14,Eastern Cape,18-25,Female,Bronze,In-store
C01463,2023-06-28,Gauteng,36-50,Female,Gold,Drive-thru
C01464,2023-04-23,Eastern Cape,26-35,Female,Bronze,App
C01465,2024-11-07,Northern Cape,36-50,Male,Silver,In-store
C01466,2023-01-27,Gauteng,18-25,Female,Bronze,Drive-thru
C01467,2023-05-15,Free State,18-25,Male,Gold,In-store
C01468,2023-01-16,KwaZulu-Natal,36-50,Male,Gold,App
C01469,2024-01-02,North West,18-25,Female,Bronze,App
C01470,2023-09-01,Limpopo,36-50,Male,Bronze,App
C01471,2024-08-25,KwaZulu-Natal,18-25,Male,Silver,In-store
C01472,2023-11-28,Limpopo,18-25,Male,Silver,App
C01473,2023-01-17,North West,50+,Female,Bronze,App
C01474,2023-06-28,KwaZulu-Natal,26-35,Prefer not to say,Silver,App
C01475,2023-09-29,Western Cape,36-50,Female,Bronze,Drive-thru
C01476,2023-02-23,Eastern Cape,18-25,Female,Bronze,In-store
C01477,2023-05-10,Mpumalanga,36-50,Male,Silver,Drive-thru
C01478,2024-03-07,Limpopo,36-50,Male,Bronze,In-store
C01479,2024-06-22,Limpopo,26-35,Male,Bronze,App
C01480,2023-04-27,KwaZulu-Natal,36-50,Male,Gold,In-store
C01481,2023-03-07,Mpumalanga,36-50,Male,Silver,In-store
C01482,2024-05-02,Gauteng,26-35,Male,Gold,App
C01483,2024-04-04,KwaZulu-Natal,26-35,Male,Silver,In-store
C01484,2024-01-06,Gauteng,26-35,Female,Silver,Drive-thru
C01485,2024-06-09,Western Cape,18-25,Female,Bronze,In-store
C01486,2024-08-30,Western Cape,26-35,Female,Bronze,Drive-thru
C01487,2023-04-22,KwaZulu-Natal,26-35,Female,Bronze,App
C01488,2024-04-07,Eastern Cape,26-35,Male,Bronze,App
C01489,2024-05-30,KwaZulu-Natal,36-50,Female,Gold,In-store
C01490,2023-08-15,KwaZulu-Natal,26-35,Male,Bronze,In-store
C01491,2024-09-21,Gauteng,50+,Female,Bronze,In-store
C01492,2023-02-14,Western Cape,26-35,Female,Silver,App
C01493,2024-11-05,Gauteng,26-35,Female,Bronze,App
C01494,2024-06-17,Gauteng,36-50,Female,Bronze,App
C01495,2023-11-05,Eastern Cape,26-35,Female,Bronze,Drive-thru
C01496,2024-04-14,Eastern Cape,26-35,Female,Silver,App
C01497,2024-10-20,Eastern Cape,18-25,Male,Bronze,In-store
C01498,2023-02-01,KwaZulu-Natal,26-35,Female,Bronze,In-store
C01499,2023-03-04,Western Cape,26-35,Male,Bronze,Drive-thru
C01500,2024-05-05,Mpumalanga,50+,Female,Bronze,In-store
C01501,2024-02-16,KwaZulu-Natal,26-35,Male,Bronze,App
C01502,2024-03-12,KwaZulu-Natal,50+,Male,Gold,In-store
C01503,2024-12-03,Gauteng,36-50,Female,Bronze,In-store
C01504,2023-04-21,Western Cape,26-35,Male,Bronze,App
C01505,2024-05-17,KwaZulu-Natal,26-35,Female,Gold,App
C01506,2024-12-30,KwaZulu-Natal,36-50,Male,Silver,App
C01507,2024-03-30,Eastern Cape,50+,Female,Bronze,App
C01508,2023-03-17,KwaZulu-Natal,18-25,Female,Bronze,In-store
C01509,2023-03-24,Eastern Cape,26-35,Female,Silver,In-store
C01510,2023-11-26,Limpopo,26-35,Male,Bronze,App
C01511,2024-09-14,Mpumalanga,18-25,Male,Bronze,App
C01512,2023-06-01,Limpopo,26-35,Female,Bronze,In-store
C01513,2023-03-09,Free State,36-50,Male,Bronze,App
C01514,2023-05-10,Gauteng,26-35,Male,Silver,App
C01515,2023-10-09,Gauteng,36-50,Female,Bronze,In-store
C01516,2024-10-01,Gauteng,36-50,Female,Bronze,App
C01517,2024-10-10,Eastern Cape,26-35,Male,Silver,App
C01518,2024-08-22,North West,18-25,Male,Bronze,In-store
C01519,2024-07-15,Gauteng,36-50,Male,Bronze,App
C01520,2024-12-30,North West,36-50,Female,Bronze,App
C01521,2023-11-29,Gauteng,36-50,Male,Silver,Drive-thru
C01522,2024-01-26,Free State,18-25,Prefer not to say,Bronze,App
C01523,2024-09-03,Western Cape,18-25,Male,Silver,In-store
C01524,2024-06-27,Gauteng,18-25,Male,Bronze,In-store
C01525,2023-10-29,KwaZulu-Natal,26-35,Female,Silver,Drive-thru
C01526,2024-04-09,Gauteng,36-50,Male,Silver,Drive-thru
C01527,2024-06-01,Western Cape,18-25,Female,Silver,In-store
C01528,2024-09-11,Western Cape,36-50,Female,Bronze,In-store
C01529,2024-03-16,Mpumalanga,26-35,Male,Bronze,App
C01530,2023-04-12,KwaZulu-Natal,36-50,Female,Bronze,App
C01531,2024-12-19,Western Cape,50+,Male,Bronze,In-store
C01532,2023-04-28,Eastern Cape,18-25,Male,Bronze,App
C01533,2024-11-01,Limpopo,50+,Male,Bronze,In-store
C01534,2024-10-28,Western Cape,18-25,Female,Gold,In-store
C01535,2024-07-18,KwaZulu-Natal,26-35,Male,Silver,In-store
C01536,2023-08-09,Gauteng,36-50,Female,Bronze,App
C01537,2024-03-16,Gauteng,50+,Female,Bronze,Drive-thru
C01538,2024-04-07,Eastern Cape,26-35,Male,Silver,App
C01539,2023-08-22,Gauteng,26-35,Female,Bronze,In-store
C01540,2024-02-28,KwaZulu-Natal,36-50,Female,Bronze,Drive-thru
C01541,2023-12-14,Limpopo,36-50,Female,Bronze,In-store
C01542,2024-04-09,Gauteng,18-25,Female,Bronze,App
C01543,2024-02-13,KwaZulu-Natal,36-50,Female,Silver,App
C01544,2024-03-01,Gauteng,26-35,Male,Gold,In-store
C01545,2023-04-08,Free State,26-35,Female,Bronze,In-store
C01546,2023-11-17,KwaZulu-Natal,26-35,Female,Bronze,Drive-thru
C01547,2024-03-13,Mpumalanga,26-35,Female,Bronze,App
C01548,2023-11-17,KwaZulu-Natal,50+,Female,Silver,In-store
C01549,2024-11-12,Gauteng,26-35,Female,Silver,Drive-thru
C01550,2023-09-19,Eastern Cape,50+,Female,Bronze,In-store
C01551,2024-01-19,Free State,18-25,Female,Silver,In-store
C01552,2023-06-06,Eastern Cape,36-50,Male,Bronze,App
C01553,2024-12-04,Mpumalanga,36-50,Female,Bronze,App
C01554,2024-04-30,North West,36-50,Male,Silver,In-store
C01555,2023-03-10,Gauteng,36-50,Male,Bronze,In-store
C01556,2023-04-04,Gauteng,26-35,Male,Bronze,App
C01557,2023-03-29,Eastern Cape,36-50,Male,Silver,App
C01558,2023-04-06,KwaZulu-Natal,36-50,Male,Bronze,Drive-thru
C01559,2024-03-18,Mpumalanga,18-25,Female,Bronze,App
C01560,2023-04-09,North West,36-50,Male,Bronze,App
C01561,2024-01-17,Western Cape,26-35,Female,Bronze,In-store
C01562,2023-05-14,Gauteng,26-35,Male,Bronze,Drive-thru
C01563,2024-07-23,Limpopo,36-50,Male,Bronze,In-store
C01564,2023-03-03,Western Cape,26-35,Male,Silver,App
C01565,2024-08-23,Mpumalanga,36-50,Male,Gold,Drive-thru
C01566,2024-07-29,KwaZulu-Natal,26-35,Female,Bronze,Drive-thru
C01567,2024-07-29,Eastern Cape,18-25,Female,Bronze,App
C01568,2023-12-04,Gauteng,26-35,Male,Silver,App
C01569,2024-11-17,Eastern Cape,18-25,Female,Gold,Drive-thru
C01570,2023-05-06,KwaZulu-Natal,36-50,Female,Bronze,Drive-thru
C01571,2024-02-25,Eastern Cape,26-35,Male,Silver,App
C01572,2023-12-29,Gauteng,26-35,Male,Bronze,App
C01573,2024-11-12,Limpopo,18-25,Female,Gold,In-store
C01574,2024-03-09,Mpumalanga,26-35,Male,Bronze,App
C01575,2023-02-22,Gauteng,36-50,Prefer not to say,Gold,In-store
C01576,2023-10-22,Gauteng,18-25,Female,Bronze,In-store
C01577,2024-09-06,Gauteng,36-50,Female,Gold,App
C01578,2023-11-16,Eastern Cape,50+,Male,Bronze,In-store
C01579,2023-12-27,Eastern Cape,36-50,Female,Bronze,In-store
C01580,2023-04-17,KwaZulu-Natal,36-50,Male,Silver,In-store
C01581,2024-08-14,Gauteng,18-25,Female,Silver,In-store
C01582,2024-06-03,KwaZulu-Natal,26-35,Female,Silver,In-store
C01583,2023-08-06,Eastern Cape,50+,Male,Bronze,Drive-thru
C01584,2023-06-08,KwaZulu-Natal,36-50,Female,Silver,App
C01585,2024-11-03,Northern Cape,36-50,Male,Gold,In-store
C01586,2024-05-08,Gauteng,36-50,Male,Bronze,In-store
C01587,2023-08-18,Eastern Cape,26-35,Female,Bronze,App
C01588,2023-04-21,KwaZulu-Natal,18-25,Female,Silver,App
C01589,2023-12-25,KwaZulu-Natal,36-50,Female,Silver,App
C01590,2024-07-23,Limpopo,36-50,Male,Silver,In-store
C01591,2024-01-12,Eastern Cape,26-35,Female,Silver,In-store
C01592,2023-04-28,Northern Cape,50+,Male,Silver,In-store
C01593,2023-10-13,Gauteng,26-35,Female,Silver,App
C01594,2024-08-10,Gauteng,26-35,Female,Gold,App
C01595,2023-08-20,Limpopo,36-50,Female,Silver,Drive-thru
C01596,2024-03-15,KwaZulu-Natal,36-50,Female,Silver,In-store
C01597,2024-07-28,Western Cape,26-35,Female,Bronze,App
C01598,2024-09-28,Gauteng,18-25,Prefer not to say,Bronze,Drive-thru
C01599,2024-09-20,Gauteng,18-25,Prefer not to say,Bronze,App
C01600,2024-11-22,North West,36-50,Female,Silver,App
C01601,2024-10-20,Gauteng,26-35,Female,Bronze,Drive-thru
C01602,2024-07-24,Western Cape,36-50,Female,Bronze,In-store
C01603,2023-01-27,Gauteng,50+,Female,Bronze,In-store
C01604,2024-09-15,Western Cape,36-50,Male,Silver,Drive-thru
C01605,2024-11-04,Gauteng,26-35,Male,Silver,App
C01606,2024-12-11,KwaZulu-Natal,36-50,Female,Gold,App
C01607,2023-10-01,Gauteng,26-35,Female,Bronze,Drive-thru
C01608,2023-01-30,Mpumalanga,18-25,Female,Bronze,In-store
C01609,2023-07-04,Gauteng,18-25,Male,Bronze,App
C01610,2023-10-07,KwaZulu-Natal,26-35,Male,Bronze,App
C01611,2024-12-20,North West,50+,Female,Silver,In-store
C01612,2023-11-13,Eastern Cape,18-25,Female,Bronze,In-store
C01613,2023-12-14,KwaZulu-Natal,18-25,Male,Bronze,App
C01614,2023-12-26,Western Cape,50+,Female,Bronze,In-store
C01615,2023-01-07,Western Cape,18-25,Female,Bronze,In-store
C01616,2023-07-05,Eastern Cape,36-50,Male,Bronze,In-store
C01617,2023-05-27,Northern Cape,26-35,Male,Bronze,App
C01618,2024-08-02,Eastern Cape,18-25,Male,Bronze,Drive-thru
C01619,2024-11-04,KwaZulu-Natal,50+,Male,Bronze,App
C01620,2024-02-15,Limpopo,18-25,Female,Bronze,In-store
C01621,2023-03-13,KwaZulu-Natal,26-35,Male,Silver,Drive-thru
C01622,2023-05-26,Gauteng,26-35,Male,Gold,In-store
C01623,2024-10-10,KwaZulu-Natal,18-25,Female,Bronze,In-store
C01624,2023-02-01,Free State,18-25,Female,Silver,In-store
C01625,2023-04-04,Gauteng,18-25,Female,Gold,In-store
C01626,2024-06-27,Eastern Cape,18-25,Male,Bronze,In-store
C01627,2023-08-09,Gauteng,36-50,Female,Bronze,In-store
C01628,2024-01-21,KwaZulu-Natal,26-35,Female,Bronze,In-store
C01629,2024-03-05,Gauteng,26-35,Female,Bronze,App
C01630,2024-04-09,KwaZulu-Natal,26-35,Female,Silver,In-store
C01631,2023-12-16,Limpopo,50+,Female,Bronze,App
C01632,2023-06-11,Western Cape,50+,Female,Silver,App
C01633,2024-01-14,Eastern Cape,36-50,Female,Bronze,In-store
C01634,2023-11-16,Limpopo,50+,Male,Gold,Drive-thru
C01635,2023-11-29,North West,26-35,Male,Gold,App
C01636,2024-08-04,Gauteng,26-35,Male,Gold,In-store
C01637,2024-09-02,KwaZulu-Natal,36-50,Male,Silver,In-store
C01638,2023-03-28,Gauteng,36-50,Male,Bronze,App
C01639,2023-02-23,Northern Cape,26-35,Female,Silver,App
C01640,2023-06-09,North West,26-35,Male,Bronze,App
C01641,2023-06-11,KwaZulu-Natal,50+,Prefer not to say,Silver,In-store
C01642,2024-09-24,Mpumalanga,36-50,Female,Bronze,App
C01643,2023-02-20,KwaZulu-Natal,26-35,Male,Bronze,App
C01644,2024-11-21,Eastern Cape,36-50,Female,Gold,Drive-thru
C01645,2023-03-25,Gauteng,26-35,Male,Bronze,App
C01646,2023-10-06,Limpopo,18-25,Prefer not to say,Bronze,In-store
C01647,2024-03-29,Gauteng,26-35,Female,Bronze,In-store
C01648,2024-11-08,Mpumalanga,26-35,Male,Silver,In-store
C01649,2024-03-10,Limpopo,18-25,Female,Silver,App
C01650,2024-05-12,Limpopo,36-50,Female,Silver,In-store
C01651,2024-09-13,Gauteng,26-35,Male,Silver,App
C01652,2024-03-28,Western Cape,26-35,Female,Bronze,App
C01653,2024-02-29,Western Cape,18-25,Female,Bronze,In-store
C01654,2023-10-07,Western Cape,18-25,Male,Silver,App
C01655,2023-08-09,Gauteng,50+,Female,Silver,App
C01656,2024-06-08,Free State,36-50,Male,Bronze,In-store
C01657,2023-04-27,KwaZulu-Natal,50+,Female,Bronze,Drive-thru
C01658,2023-12-20,Western Cape,50+,Male,Bronze,App
C01659,2024-03-16,KwaZulu-Natal,26-35,Prefer not to say,Bronze,In-store
C01660,2023-04-24,KwaZulu-Natal,26-35,Female,Bronze,Drive-thru
C01661,2023-10-18,Eastern Cape,36-50,Male,Bronze,App
C01662,2024-11-25,KwaZulu-Natal,50+,Male,Bronze,App
C01663,2024-11-25,North West,36-50,Male,Bronze,App
C01664,2024-08-30,KwaZulu-Natal,36-50,Female,Silver,In-store
C01665,2024-05-13,Northern Cape,36-50,Male,Silver,In-store
C01666,2024-06-23,Mpumalanga,26-35,Female,Bronze,App
C01667,2024-11-14,Gauteng,26-35,Female,Bronze,In-store
C01668,2023-11-12,Free State,36-50,Female,Gold,Drive-thru
C01669,2023-02-16,Gauteng,36-50,Male,Bronze,In-store
C01670,2023-08-14,Mpumalanga,18-25,Male,Gold,App
C01671,2024-02-09,KwaZulu-Natal,26-35,Female,Bronze,App
C01672,2024-09-05,North West,18-25,Female,Silver,App
C01673,2023-02-26,Mpumalanga,18-25,Female,Bronze,App
C01674,2023-01-08,Mpumalanga,50+,Female,Bronze,App
C01675,2023-07-29,Limpopo,18-25,Male,Gold,In-store
C01676,2023-11-05,Western Cape,18-25,Female,Gold,In-store
C01677,2023-08-05,Gauteng,26-35,Male,Bronze,Drive-thru
C01678,2023-05-21,KwaZulu-Natal,36-50,Female,Gold,Drive-thru
C01679,2023-09-19,Gauteng,26-35,Female,Bronze,In-store
C01680,2023-10-24,Eastern Cape,18-25,Male,Silver,In-store
C01681,2023-12-02,Western Cape,18-25,Female,Bronze,In-store
C01682,2023-05-03,Free State,18-25,Female,Bronze,Drive-thru
C01683,2023-01-08,Eastern Cape,26-35,Female,Silver,In-store
C01684,2024-05-24,Mpumalanga,26-35,Male,Bronze,In-store
C01685,2024-03-16,Gauteng,50+,Male,Bronze,In-store
C01686,2023-06-29,Mpumalanga,26-35,Male,Bronze,App
C01687,2023-05-13,North West,18-25,Male,Bronze,Drive-thru
C01688,2024-01-25,KwaZulu-Natal,36-50,Prefer not to say,Silver,In-store
C01689,2024-06-29,Eastern Cape,26-35,Female,Bronze,In-store
C01690,2024-12-21,Limpopo,36-50,Male,Silver,App
C01691,2023-08-24,Gauteng,26-35,Female,Bronze,In-store
C01692,2024-05-27,KwaZulu-Natal,26-35,Female,Bronze,In-store
C01693,2024-07-26,KwaZulu-Natal,36-50,Male,Bronze,Drive-thru
C01694,2024-11-15,Gauteng,50+,Male,Silver,Drive-thru
C01695,2023-12-29,Western Cape,26-35,Male,Bronze,Drive-thru
C01696,2023-03-15,Gauteng,26-35,Prefer not to say,Bronze,App
C01697,2024-02-11,Gauteng,26-35,Female,Bronze,In-store
C01698,2023-02-13,Gauteng,50+,Female,Silver,App
C01699,2024-03-22,Free State,50+,Male,Bronze,In-store
C01700,2023-01-20,KwaZulu-Natal,18-25,Female,Silver,In-store
